Name,contact_number,Contact_email,creation_date,first_call_attempt,lead_status,lead_stage,lead_tag,assigned_to,last_call_date,last_call_time,references,campaign_name,source_type,source_name,Total Leads,Sales,Conversion Rate (%),Cost per Lead,Total Cost
Arjun Menon,8459027572,arjun.menon179@example.com,19-11-2025 13:15,19-11-2025 16:13,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Devi Nandhana,09-12-2025 17:45,5:45 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,36,15,41.66666667,9,324
Nikhil Kulkarni,8903718425,nikhil.kulkarni519@hotmail.com,19-11-2025 12:59,19-11-2025 19:20,CLOSED,LOST,not-interested,Munfira,19-11-2025 19:20,7:20 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,11,10,90.90909091,15,165
Vikram Chopra,7168970224,vikram.chopra433@outlook.com,19-11-2025 12:55,19-11-2025 14:58,CLOSED,LOST,not-interested,Dharshana,19-11-2025 14:58,2:58 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,34,31,91.17647059,10,340
Divya Iyer,9834530200,divya.iyer732@hotmail.com,19-11-2025 12:49,05-12-2025 16:14,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Revathy Reghu,05-12-2025 16:14,4:14 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,50,2,4,10,500
Arjun Kulkarni,7549466245,arjun.kulkarni834@outlook.com,19-11-2025 12:48,05-12-2025 16:16,CLOSED,LOST,not-interested,Revathy Reghu,05-12-2025 16:16,4:16 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,37,23,62.16216216,10,370
Kiran Nair,8471815632,kiran.nair545@gmail.com,19-11-2025 12:46,19-11-2025 17:28,CLOSED,LOST,not-interested,Shiyana nazeer,21-11-2025 18:18,6:18 PM,,Python Knovista No Stipend,INSTAGRAM,INSTAGRAM,17,3,17.64705882,11,187
Riya Kumar,7005748774,riya.kumar884@hotmail.com,19-11-2025 12:32,19-11-2025 16:42,CLOSED,LOST,not-interested,Revathy Reghu,19-11-2025 16:42,4:42 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,41,29,70.73170732,15,615
Rohit Kumar,6098347519,rohit.kumar325@example.com,19-11-2025 12:32,19-11-2025 17:48,CLOSED,LOST,not-interested,Megha S,19-11-2025 17:48,5:48 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,16,9,56.25,4,64
Varun Joshi,9782164505,varun.joshi501@gmail.com,19-11-2025 12:30,19-11-2025 15:03,CLOSED,LOST,not-interested,Megha S,19-11-2025 15:03,3:03 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,27,8,29.62962963,5,135
Nikhil Pillai,6029646039,nikhil.pillai111@gmail.com,19-11-2025 12:20,19-11-2025 12:50,CLOSED,LOST,not-interested,Revathy Reghu,19-12-2025 19:02,7:02 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,27,24,88.88888889,15,405
Divya Bhat,8409197013,divya.bhat898@hotmail.com,19-11-2025 12:11,20-11-2025 10:23,CLOSED,LOST,not-interested,Munfira,20-11-2025 10:23,10:23 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,18,15,83.33333333,6,108
Sanjay Bose,8820177003,sanjay.bose114@hotmail.com,19-11-2025 12:11,19-11-2025 15:06,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Thaslim New,15-12-2025 10:05,10:05 AM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,48,17,35.41666667,11,528
Kiran Reddy,6283108632,kiran.reddy230@outlook.com,19-11-2025 12:08,19-11-2025 13:26,CLOSED,LOST,not-interested,VIJI,19-11-2025 13:26,1:26 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,16,1,6.25,9,144
Sanjay Sharma,9588725999,sanjay.sharma236@gmail.com,19-11-2025 12:07,19-11-2025 16:51,CLOSED,LOST,not-interested,Shiyana nazeer,19-11-2025 16:51,4:51 PM,,Python Knovista No Stipend,INSTAGRAM,INSTAGRAM,7,4,57.14285714,12,84
Arjun Das,6419761969,arjun.das902@example.com,19-11-2025 12:01,19-11-2025 12:32,NOT CONNECTED - CLOSED BY SYSTEM,LOST,,Shiyana nazeer,19-11-2025 12:32,12:32 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,14,2,14.28571429,9,126
Aisha Sharma,9639132854,aisha.sharma814@yahoo.com,19-11-2025 11:54,20-11-2025 11:57,CLOSED,LOST,not-interested,Anandhakrishnan,20-11-2025 11:57,11:57 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,7,2,28.57142857,13,91
Kiran Iyer,9839712591,kiran.iyer291@yahoo.com,19-11-2025 11:48,19-11-2025 18:36,CLOSED,LOST,not-interested,Megha S,19-11-2025 18:36,6:36 PM,,Python Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,9,7,77.77777778,11,99
Rohit Joshi,9947779593,rohit.joshi442@example.com,19-11-2025 11:47,19-11-2025 14:58,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Riswana,19-11-2025 14:58,2:58 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,37,35,94.59459459,6,222
Sanjay Sharma,9340267364,sanjay.sharma885@gmail.com,19-11-2025 11:46,20-11-2025 11:58,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anandhakrishnan,20-11-2025 11:58,11:58 AM,,Refurbished Campaign,MOVE_LEAD,MOVE_LEAD,36,21,58.33333333,10,360
Kavya Patel,8405589374,kavya.patel91@outlook.com,19-11-2025 11:33,20-11-2025 09:45,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Revathy Reghu,20-11-2025 09:45,9:45 AM,,Python Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,6,0,0,6,36
Vikram Kulkarni,7464082604,vikram.kulkarni55@outlook.com,19-11-2025 11:25,20-11-2025 14:27,CLOSED,LOST,not-interested,VIJI,20-11-2025 14:39,2:39 PM,,UI/UX Hiring,INSTAGRAM,INSTAGRAM,50,0,0,11,550
Kiran Kumar,9278460861,kiran.kumar705@example.com,19-11-2025 11:24,19-11-2025 16:42,CLOSED,LOST,not-interested,Revathy Reghu,08-12-2025 18:26,6:26 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,13,8,61.53846154,13,169
Varun Joshi,9494588342,varun.joshi7@yahoo.com,19-11-2025 11:23,19-11-2025 15:44,CLOSED,LOST,not-interested,Megha S,19-11-2025 15:44,3:44 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,18,5,27.77777778,8,144
Anjali Kulkarni,7871388893,anjali.kulkarni32@hotmail.com,19-11-2025 11:20,19-11-2025 12:17,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Thaslim New,19-11-2025 12:17,12:17 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,29,4,13.79310345,8,232
Rahul Joshi,9941586022,rahul.joshi23@hotmail.com,19-11-2025 11:16,19-11-2025 11:26,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,19-11-2025 11:26,11:26 AM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,43,29,67.44186047,7,301
Divya Bhat,6683296561,divya.bhat346@hotmail.com,19-11-2025 11:09,19-11-2025 11:48,CLOSED,LOST,not-interested,Shiyana nazeer,19-11-2025 11:48,11:48 AM,,Python Knovista No Stipend,INSTAGRAM,INSTAGRAM,27,3,11.11111111,4,108
Karthik Gupta,9496792030,karthik.gupta345@hotmail.com,19-11-2025 10:57,20-11-2025 13:11,CLOSED,LOST,not-interested,Munfira,20-11-2025 13:11,1:11 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,10,10,100,7,70
Nikhil Iyer,7936794804,nikhil.iyer627@gmail.com,19-11-2025 10:55,19-11-2025 16:44,CLOSED,LOST,not-interested,Ashna sathar,02-12-2025 17:24,5:24 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,44,17,38.63636364,7,308
Riya Kulkarni,6788756675,riya.kulkarni291@outlook.com,19-11-2025 10:50,19-11-2025 11:48,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Thaslim New,19-11-2025 11:48,11:48 AM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,10,7,70,11,110
Nikhil Bhat,7185386688,nikhil.bhat476@outlook.com,19-11-2025 10:36,25-11-2025 15:53,CLOSED,LOST,not-interested,Ardra,17-12-2025 09:50,9:50 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,42,41,97.61904762,14,588
Sanjay Singh,8595864532,sanjay.singh426@yahoo.com,19-11-2025 10:34,24-11-2025 13:02,CLOSED,LOST,not-interested,Munfira,24-11-2025 13:02,1:02 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,38,13,34.21052632,6,228
Nikhil Shetty,6684970724,nikhil.shetty260@yahoo.com,19-11-2025 10:28,21-11-2025 10:10,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anandhakrishnan,21-11-2025 10:10,10:10 AM,,Refurbished Campaign,MOVE_LEAD,MOVE_LEAD,19,11,57.89473684,9,171
Arjun Singh,9216864051,arjun.singh668@gmail.com,19-11-2025 10:28,09-12-2025 15:58,CLOSED,LOST,not-interested,Devi Nandhana,09-12-2025 15:58,3:58 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,6,3,50,13,78
Sanjay Bose,8958821476,sanjay.bose105@yahoo.com,19-11-2025 10:27,19-11-2025 13:23,CLOSED,LOST,not-interested,Shiyana nazeer,20-11-2025 11:29,11:29 AM,,Python Knovista New,INSTAGRAM,INSTAGRAM,49,27,55.10204082,15,735
Manoj Bose,6213360674,manoj.bose241@outlook.com,19-11-2025 10:27,21-11-2025 13:19,CLOSED,LOST,not-interested,Munfira,02-12-2025 17:41,5:41 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,50,3,6,13,650
Anjali Gupta,8292630998,anjali.gupta603@hotmail.com,19-11-2025 10:15,19-11-2025 12:45,CLOSED,LOST,not-interested,Sneha Rajesh,19-11-2025 12:45,12:45 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,15,0,0,12,180
Meera Malhotra,7636809585,meera.malhotra418@yahoo.com,19-11-2025 10:15,20-11-2025 10:18,CLOSED,LOST,not-interested,Munfira,20-11-2025 10:18,10:18 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,10,0,0,4,40
Rahul Sharma,8455030897,rahul.sharma403@outlook.com,19-11-2025 10:08,20-11-2025 10:29,CLOSED,LOST,not-interested,Anandhakrishnan,20-12-2025 14:58,2:58 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,10,10,100,3,30
Neha Reddy,8869969520,neha.reddy766@outlook.com,19-11-2025 10:00,19-11-2025 17:33,CLOSED,LOST,not-interested,Munfira,19-11-2025 17:33,5:33 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,14,12,85.71428571,4,56
Riya Singh,9905973236,riya.singh96@outlook.com,19-11-2025 09:45,19-11-2025 10:14,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Thaslim New,19-11-2025 10:14,10:14 AM,,PHP Knovista,INSTAGRAM,INSTAGRAM,42,27,64.28571429,8,336
Sneha Patel,6597903057,sneha.patel523@hotmail.com,19-11-2025 09:44,21-11-2025 09:25,CLOSED,CONVERTED,,Sneha Rajesh,21-11-2025 09:25,9:25 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,26,26,100,9,234
Kavya Sharma,9986903318,kavya.sharma104@example.com,19-11-2025 09:39,19-11-2025 10:12,CLOSED,LOST,not-interested,Megha S,19-11-2025 10:12,10:12 AM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,42,21,50,13,546
Divya Yadav,9944681998,divya.yadav870@outlook.com,19-11-2025 09:26,21-11-2025 16:33,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Devi Nandhana,21-11-2025 16:33,4:33 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,10,6,60,10,100
Karthik Gupta,6925294092,karthik.gupta925@outlook.com,19-11-2025 09:24,19-11-2025 16:41,CLOSED,LOST,not-interested,Revathy Reghu,19-11-2025 16:41,4:41 PM,,Python Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,50,39,78,13,650
Nikhil Reddy,8200084247,nikhil.reddy59@example.com,19-11-2025 09:22,19-11-2025 12:59,CLOSED,LOST,not-interested,VIJI,19-11-2025 16:15,4:15 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,35,18,51.42857143,4,140
Arjun Kumar,6567974741,arjun.kumar30@yahoo.com,19-11-2025 09:20,19-11-2025 12:51,CLOSED,LOST,not-interested,Revathy Reghu,20-11-2025 09:43,9:43 AM,,Python Knovista New,INSTAGRAM,INSTAGRAM,42,20,47.61904762,6,252
Arjun Chopra,6879560537,arjun.chopra598@gmail.com,19-11-2025 09:19,19-11-2025 15:30,CLOSED,LOST,not-interested,Dharshana,19-11-2025 15:30,3:30 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,33,7,21.21212121,5,165
Aisha Yadav,8598408622,aisha.yadav763@hotmail.com,19-11-2025 09:13,19-11-2025 12:02,CLOSED,LOST,not-interested,Dharshana,19-11-2025 12:02,12:02 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,42,21,50,5,210
Arjun Kulkarni,8368792904,arjun.kulkarni998@outlook.com,19-11-2025 09:11,19-11-2025 10:42,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Sneha Rajesh,19-11-2025 10:42,10:42 AM,,UI/UX Hiring,INSTAGRAM,INSTAGRAM,19,10,52.63157895,7,133
Divya Singh,9751234358,divya.singh651@yahoo.com,19-11-2025 09:09,19-11-2025 12:34,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,19-11-2025 12:34,12:34 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,25,3,12,8,200
Rohit Kulkarni,8593942032,rohit.kulkarni757@hotmail.com,19-11-2025 08:54,19-11-2025 12:04,CLOSED,LOST,not-interested,Revathy Reghu,19-11-2025 12:04,12:04 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,20,9,45,12,240
Rahul Singh,9407061704,rahul.singh214@hotmail.com,19-11-2025 08:52,19-11-2025 12:36,CLOSED,LOST,not-interested,VIJI,19-11-2025 17:32,5:32 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,33,9,27.27272727,8,264
Rahul Shetty,8594431855,rahul.shetty322@hotmail.com,19-11-2025 08:28,19-11-2025 11:23,CLOSED,LOST,not-interested,Dharshana,19-11-2025 14:37,2:37 PM,,Python Knovista No Stipend,INSTAGRAM,INSTAGRAM,26,10,38.46153846,14,364
Rohit Kulkarni,9339172639,rohit.kulkarni899@gmail.com,19-11-2025 08:14,19-11-2025 18:33,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Megha S,10-12-2025 18:13,6:13 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,39,1,2.564102564,3,117
Varun Kulkarni,6897840160,varun.kulkarni45@hotmail.com,19-11-2025 07:59,19-11-2025 12:21,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Megha S,19-11-2025 12:21,12:21 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,28,7,25,12,336
Kavya Chopra,8249433151,kavya.chopra301@gmail.com,19-11-2025 07:59,19-11-2025 11:47,CLOSED,LOST,not-interested,Dharshana,19-11-2025 14:37,2:37 PM,,Python Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,39,4,10.25641026,3,117
Varun Iyer,8418808214,varun.iyer76@yahoo.com,19-11-2025 07:57,19-11-2025 17:38,CLOSED,LOST,not-interested,Dharshana,19-11-2025 17:38,5:38 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,25,16,64,15,375
Aisha Reddy,7103242944,aisha.reddy216@example.com,19-11-2025 07:41,19-11-2025 10:21,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,19-11-2025 10:21,10:21 AM,,PHP Knovista,INSTAGRAM,INSTAGRAM,23,14,60.86956522,15,345
Rahul Chopra,8864949222,rahul.chopra279@gmail.com,19-11-2025 07:36,19-11-2025 15:46,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Megha S,19-11-2025 15:46,3:46 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,26,0,0,11,286
Kavya Yadav,8109355004,kavya.yadav914@example.com,19-11-2025 07:05,19-11-2025 10:20,CLOSED,LOST,not-interested,Dharshana,19-11-2025 15:48,3:48 PM,,Python Knovista No Stipend,INSTAGRAM,INSTAGRAM,33,18,54.54545455,4,132
Nikhil Sharma,8526414326,nikhil.sharma303@gmail.com,19-11-2025 06:41,20-11-2025 12:51,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Devi Nandhana,20-11-2025 12:51,12:51 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,25,2,8,7,175
Kiran Joshi,8354893697,kiran.joshi56@hotmail.com,19-11-2025 06:04,19-11-2025 10:35,CLOSED,LOST,not-interested,Anandhakrishnan,19-11-2025 10:35,10:35 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,41,31,75.6097561,10,410
Rohit Menon,8824998272,rohit.menon441@gmail.com,19-11-2025 03:46,19-11-2025 11:58,CLOSED,LOST,not-interested,Ashna sathar,01-12-2025 10:21,10:21 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,9,8,88.88888889,4,36
Anjali Sharma,8841574166,anjali.sharma442@hotmail.com,19-11-2025 01:17,19-11-2025 10:33,CLOSED,LOST,not-interested,Anandhakrishnan,19-11-2025 15:47,3:47 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,36,16,44.44444444,10,360
Sanjay Yadav,7881949968,sanjay.yadav576@gmail.com,19-11-2025 01:13,19-11-2025 14:37,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Shiyana nazeer,22-12-2025 13:06,1:06 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,26,6,23.07692308,3,78
Neha Gupta,9128904180,neha.gupta303@yahoo.com,19-11-2025 01:09,20-11-2025 15:45,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Devi Nandhana,20-11-2025 15:45,3:45 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,16,7,43.75,8,128
Varun Singh,9619639561,varun.singh772@hotmail.com,19-11-2025 00:41,19-11-2025 10:41,CLOSED,LOST,not-interested,Dharshana,19-11-2025 10:41,10:41 AM,,Python Knovista No Stipend,INSTAGRAM,INSTAGRAM,45,17,37.77777778,10,450
Varun Yadav,7918999987,varun.yadav121@example.com,19-11-2025 00:19,19-11-2025 11:18,CLOSED,LOST,not-interested,Shiyana nazeer,19-11-2025 11:18,11:18 AM,,Python Knovista No Stipend,FACEBOOK_ADS,FACEBOOK_ADS,45,24,53.33333333,10,450
Pooja Das,9393514193,pooja.das922@example.com,19-11-2025 00:13,19-11-2025 16:47,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Devi Nandhana,09-12-2025 15:54,3:54 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,14,8,57.14285714,12,168
Rohit Pillai,9553554505,rohit.pillai64@yahoo.com,18-11-2025 23:48,19-11-2025 11:47,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Megha S,20-11-2025 16:43,4:43 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,8,2,25,9,72
Nikhil Malhotra,9550582484,nikhil.malhotra655@gmail.com,18-11-2025 23:37,19-11-2025 12:51,RESCHEDULED BY EXECUTIVE,Follow Up Required,warm,Revathy Reghu,19-11-2025 12:51,12:51 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,22,12,54.54545455,8,176
Sanjay Sharma,7104415846,sanjay.sharma988@outlook.com,18-11-2025 23:24,19-11-2025 10:37,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Riswana,19-11-2025 10:37,10:37 AM,,DM NO-STIPEND-23-10-2025,FACEBOOK_ADS,FACEBOOK_ADS,22,4,18.18181818,13,286
Aditya Patel,6613495109,aditya.patel35@hotmail.com,18-11-2025 23:05,20-11-2025 11:54,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Munfira,20-11-2025 11:54,11:54 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,41,28,68.29268293,14,574
Riya Singh,6478516700,riya.singh466@outlook.com,18-11-2025 23:00,19-11-2025 12:51,CLOSED,LOST,not-interested,Shiyana nazeer,19-11-2025 18:32,6:32 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,32,18,56.25,10,320
Anjali Shetty,6354352099,anjali.shetty422@yahoo.com,18-11-2025 22:59,19-11-2025 11:06,CLOSED,LOST,not-interested,Shiyana nazeer,04-12-2025 15:12,3:12 PM,,Python Knovista No Stipend,INSTAGRAM,INSTAGRAM,17,10,58.82352941,14,238
Divya Yadav,7896618158,divya.yadav683@example.com,18-11-2025 22:57,19-11-2025 15:31,CLOSED,LOST,not-interested,Dharshana,19-11-2025 15:31,3:31 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,42,33,78.57142857,7,294
Aisha Singh,7944921922,aisha.singh286@hotmail.com,18-11-2025 22:47,19-11-2025 16:38,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Revathy Reghu,19-11-2025 16:38,4:38 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,33,9,27.27272727,11,363
Vikram Singh,8967925143,vikram.singh611@yahoo.com,18-11-2025 22:44,19-11-2025 16:47,CLOSED,LOST,not-interested,Megha S,19-11-2025 16:47,4:47 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,27,6,22.22222222,15,405
Pooja Joshi,9525636825,pooja.joshi761@gmail.com,18-11-2025 22:42,20-11-2025 11:38,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Munfira,20-11-2025 11:38,11:38 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,45,25,55.55555556,4,180
Vikram Kulkarni,8718100813,vikram.kulkarni659@gmail.com,18-11-2025 22:24,21-11-2025 13:16,CLOSED,LOST,not-interested,Munfira,21-11-2025 13:16,1:16 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,33,8,24.24242424,10,330
Aditya Das,7770724133,aditya.das326@example.com,18-11-2025 22:18,19-11-2025 12:30,CLOSED,LOST,not-interested,Revathy Reghu,19-11-2025 12:30,12:30 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,6,2,33.33333333,3,18
Varun Patel,7860524473,varun.patel506@yahoo.com,18-11-2025 22:09,19-11-2025 17:14,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Ardra,11-12-2025 17:52,5:52 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,50,28,56,15,750
Manoj Kumar,9726289657,manoj.kumar364@outlook.com,18-11-2025 21:58,19-11-2025 14:38,CLOSED,LOST,not-interested,Megha S,11-12-2025 18:08,6:08 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,16,1,6.25,7,112
Riya Nair,7001960828,riya.nair63@gmail.com,18-11-2025 21:53,19-11-2025 13:20,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Thaslim New,19-11-2025 14:46,2:46 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,45,15,33.33333333,3,135
Nikhil Malhotra,7920743230,nikhil.malhotra400@yahoo.com,18-11-2025 21:27,19-11-2025 12:58,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Devi Nandhana,02-12-2025 17:47,5:47 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,10,2,20,10,100
Rohit Iyer,7397866730,rohit.iyer861@gmail.com,18-11-2025 21:26,19-11-2025 11:00,CLOSED,LOST,not-interested,Shiyana nazeer,19-11-2025 11:00,11:00 AM,,Python Knovista No Stipend,INSTAGRAM,INSTAGRAM,21,12,57.14285714,7,147
Meera Bose,7181748765,meera.bose623@gmail.com,18-11-2025 21:18,19-11-2025 10:08,CLOSED,LOST,not-interested,Anandhakrishnan,19-11-2025 10:08,10:08 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,42,38,90.47619048,14,588
Kiran Patel,7914341980,kiran.patel410@hotmail.com,18-11-2025 21:13,19-11-2025 14:56,PENDING WITH EXECUTIVE,Prospect,,Thaslim New,19-11-2025 14:56,2:56 PM,,Python Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,7,3,42.85714286,7,49
Arjun Malhotra,6641129944,arjun.malhotra599@hotmail.com,18-11-2025 21:01,19-11-2025 15:35,CLOSED,LOST,not-interested,Megha S,19-11-2025 15:35,3:35 PM,,Python Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,28,11,39.28571429,7,196
Arjun Bose,9284699109,arjun.bose622@gmail.com,18-11-2025 20:48,19-11-2025 13:00,CLOSED,LOST,not-interested,Dharshana,19-11-2025 13:00,1:00 PM,,Python Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,15,15,100,10,150
Sneha Menon,9057834118,sneha.menon223@outlook.com,18-11-2025 20:41,19-11-2025 17:14,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Devi Nandhana,09-12-2025 15:53,3:53 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,48,31,64.58333333,3,144
Divya Joshi,9657509390,divya.joshi184@hotmail.com,18-11-2025 20:39,19-11-2025 17:21,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Devi Nandhana,16-12-2025 17:37,5:37 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,29,0,0,3,87
Sanjay Gupta,9409339036,sanjay.gupta809@example.com,18-11-2025 20:37,19-11-2025 12:33,CLOSED,LOST,not-interested,Munfira,19-11-2025 12:33,12:33 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,24,6,25,8,192
Neha Gupta,7758405974,neha.gupta193@example.com,18-11-2025 20:36,19-11-2025 11:35,CLOSED,LOST,not-interested,Anandhakrishnan,12-12-2025 16:18,4:18 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,6,3,50,8,48
Anjali Menon,9092204266,anjali.menon550@hotmail.com,18-11-2025 20:35,19-11-2025 17:22,NOT CONNECTED - RESCHEDULED BY SYSTEM,Follow Up Required,hot,Asiya ,26-11-2025 11:56,11:56 AM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,50,30,60,9,450
Riya Reddy,6156039333,riya.reddy553@gmail.com,18-11-2025 20:35,19-11-2025 13:03,CLOSED,LOST,not-interested,Dharshana,19-11-2025 13:26,1:26 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,15,13,86.66666667,8,120
Karthik Singh,9091205585,karthik.singh74@hotmail.com,18-11-2025 20:18,19-11-2025 10:26,NOT CONNECTED - CLOSED BY SYSTEM,LOST,,Revathy Reghu,19-11-2025 10:26,10:26 AM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,15,11,73.33333333,9,135
Rahul Bose,6811238662,rahul.bose622@gmail.com,18-11-2025 20:03,19-11-2025 15:01,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,19-11-2025 15:01,3:01 PM,,Python Knovista New,FACEBOOK_ADS,FACEBOOK_ADS,40,6,15,5,200
